               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 107,            0.040665,            0.036927,           0.0022553,             0.89235,              0.8111,             0.87066,              0.4686,             0.04204,            0.033968,           0.0034152,            0.003004,            0.003004,            0.003004
                 108,            0.040595,            0.034888,           0.0022966,             0.90015,             0.82682,             0.87945,             0.47073,            0.041131,            0.034261,           0.0026305,            0.002938,            0.002938,            0.002938
                 109,            0.041052,            0.035433,           0.0022304,             0.88605,             0.82418,             0.86642,             0.44726,            0.042702,            0.033179,           0.0030666,            0.002872,            0.002872,            0.002872
                 110,            0.040808,            0.034462,           0.0021871,             0.89461,             0.82338,             0.88311,             0.47126,            0.042196,            0.033153,           0.0024004,            0.002806,            0.002806,            0.002806
                 111,             0.04124,            0.034729,           0.0021891,             0.81339,             0.82104,             0.83281,             0.42824,            0.044711,            0.035076,           0.0024159,             0.00274,             0.00274,             0.00274
                 112,            0.040476,            0.035245,           0.0020975,             0.88028,             0.84261,             0.87067,             0.45847,            0.043572,            0.034613,           0.0024553,            0.002674,            0.002674,            0.002674
                 113,            0.040519,            0.035915,           0.0021007,             0.89063,             0.83727,             0.88158,             0.47575,              0.0414,            0.033654,           0.0024758,            0.002608,            0.002608,            0.002608
                 114,            0.040111,            0.035327,           0.0018565,             0.87358,             0.83701,             0.87867,             0.47772,            0.040792,            0.033672,           0.0026343,            0.002542,            0.002542,            0.002542
                 115,            0.039339,            0.035002,           0.0019296,             0.90649,             0.83388,             0.88334,             0.47385,            0.041351,            0.033503,           0.0022932,            0.002476,            0.002476,            0.002476
                 116,            0.039513,            0.035897,           0.0018733,              0.8843,             0.83454,             0.88216,             0.47204,            0.040775,            0.034478,           0.0022188,             0.00241,             0.00241,             0.00241
                 117,            0.039787,            0.034461,           0.0020493,             0.83826,             0.81176,             0.85201,             0.43841,            0.042507,            0.034294,           0.0030595,            0.002344,            0.002344,            0.002344
                 118,            0.039271,            0.036664,           0.0020202,             0.91813,             0.80856,             0.89124,             0.47675,            0.041588,            0.033991,           0.0025989,            0.002278,            0.002278,            0.002278
                 119,                0.04,            0.034221,           0.0021744,             0.91712,             0.81828,             0.88054,             0.46404,            0.041487,            0.033811,           0.0026251,            0.002212,            0.002212,            0.002212
                 120,            0.039435,            0.034801,           0.0019029,             0.91167,             0.82524,             0.88969,             0.48668,            0.040706,            0.033395,           0.0022916,            0.002146,            0.002146,            0.002146
                 121,            0.039772,            0.034428,           0.0019755,             0.89731,             0.83338,             0.88339,               0.477,            0.041114,            0.033732,           0.0026278,             0.00208,             0.00208,             0.00208
                 122,             0.03935,            0.034671,           0.0019158,             0.91113,             0.84308,             0.90099,               0.498,            0.040133,            0.033179,            0.002092,            0.002014,            0.002014,            0.002014
                 123,            0.039197,            0.035193,           0.0020834,             0.92333,             0.84687,             0.89753,             0.48475,            0.040999,            0.033443,           0.0023246,            0.001948,            0.001948,            0.001948
                 124,            0.038507,            0.034874,           0.0016107,             0.89653,             0.83287,             0.89531,             0.48966,            0.040616,            0.033725,           0.0024746,            0.001882,            0.001882,            0.001882
                 125,            0.039666,            0.036744,           0.0017043,             0.90504,             0.84006,              0.8997,             0.48308,            0.040784,            0.033002,           0.0022295,            0.001816,            0.001816,            0.001816
                 126,            0.038295,            0.035484,           0.0017536,             0.90552,             0.83297,             0.88954,             0.47385,            0.042074,             0.03349,           0.0022639,             0.00175,             0.00175,             0.00175
                 127,             0.03836,            0.033685,           0.0021712,             0.91261,             0.83938,             0.90157,             0.48975,            0.041352,            0.033021,           0.0026498,            0.001684,            0.001684,            0.001684
                 128,              0.0386,            0.036341,            0.001801,             0.89828,             0.83136,             0.89438,             0.48125,            0.040847,            0.033125,            0.002956,            0.001618,            0.001618,            0.001618
                 129,            0.038328,             0.03579,           0.0017604,             0.90661,             0.84799,             0.90033,             0.49157,            0.040115,            0.032902,           0.0026449,            0.001552,            0.001552,            0.001552
                 130,            0.038377,            0.034385,           0.0018148,             0.91228,             0.85319,             0.89896,             0.47795,            0.040847,            0.032797,           0.0022542,            0.001486,            0.001486,            0.001486
                 131,            0.038746,            0.035282,           0.0017636,             0.93026,             0.83188,             0.89919,             0.48342,            0.040832,            0.032947,           0.0023777,             0.00142,             0.00142,             0.00142
                 132,            0.038051,            0.034485,           0.0018034,             0.89535,              0.8439,             0.89192,             0.47942,            0.040099,            0.033325,           0.0024675,            0.001354,            0.001354,            0.001354
                 133,            0.037972,            0.033544,           0.0017569,             0.89842,             0.85139,             0.90111,             0.48407,            0.040346,            0.032666,           0.0022521,            0.001288,            0.001288,            0.001288
                 134,            0.037882,            0.035644,           0.0017141,             0.93515,             0.85404,             0.90366,             0.49432,            0.040321,             0.03215,           0.0023551,            0.001222,            0.001222,            0.001222
                 135,             0.03832,            0.034701,           0.0018723,              0.9247,             0.84674,             0.90258,             0.49919,            0.040131,            0.032576,           0.0020796,            0.001156,            0.001156,            0.001156
                 136,             0.03812,            0.035296,           0.0016622,             0.90397,              0.8618,             0.90424,             0.49463,             0.03987,            0.033263,           0.0022299,             0.00109,             0.00109,             0.00109
                 137,            0.037755,            0.034283,           0.0017346,             0.90477,             0.83209,             0.88958,             0.48761,            0.040338,            0.033444,           0.0027197,            0.001024,            0.001024,            0.001024
                 138,            0.039575,            0.037765,           0.0016209,             0.92828,             0.84734,             0.89765,              0.5026,            0.040033,            0.032939,           0.0021813,            0.000958,            0.000958,            0.000958
                 139,            0.037724,            0.031952,           0.0017936,              0.9005,             0.84064,             0.89478,             0.49027,            0.040312,            0.032654,           0.0027239,            0.000892,            0.000892,            0.000892
                 140,            0.037306,            0.033526,           0.0015719,              0.9116,             0.83241,             0.89175,             0.48327,            0.041027,            0.032888,           0.0025583,            0.000826,            0.000826,            0.000826
                 141,            0.036541,            0.034298,            0.001542,             0.89935,             0.84628,             0.89217,              0.4975,            0.039386,            0.032969,           0.0023569,             0.00076,             0.00076,             0.00076
                 142,            0.037999,            0.037236,           0.0015545,             0.89667,             0.84859,             0.89628,              0.4812,            0.040941,            0.033021,           0.0024984,            0.000694,            0.000694,            0.000694
                 143,            0.037249,            0.034651,           0.0015563,             0.89758,             0.85545,             0.90416,             0.49566,            0.039666,              0.0327,           0.0022446,            0.000628,            0.000628,            0.000628
                 144,            0.036897,            0.033311,           0.0016506,             0.88951,             0.85618,              0.8929,             0.49521,            0.040482,            0.032559,           0.0024556,            0.000562,            0.000562,            0.000562
                 145,            0.036412,            0.033975,           0.0015534,             0.89306,             0.86643,             0.90289,             0.51067,            0.039439,            0.032842,           0.0022918,            0.000496,            0.000496,            0.000496
                 146,             0.03634,            0.032491,           0.0015419,             0.88423,             0.86774,             0.90234,             0.49884,            0.039848,              0.0329,           0.0023819,             0.00043,             0.00043,             0.00043
                 147,            0.036567,            0.033146,           0.0014696,             0.90212,             0.85816,             0.90192,             0.50174,             0.03959,            0.032729,           0.0022154,            0.000364,            0.000364,            0.000364
                 148,            0.036323,            0.033915,           0.0014321,               0.904,              0.8688,             0.90876,             0.50508,            0.038807,            0.032109,           0.0021094,            0.000298,            0.000298,            0.000298
                 149,            0.036959,            0.032998,           0.0013972,             0.91843,             0.85393,             0.90414,             0.50516,            0.039496,            0.032137,             0.00208,            0.000232,            0.000232,            0.000232
