               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 110,            0.045995,            0.039265,           0.0039554,             0.83633,             0.81724,             0.84907,              0.4247,             0.04476,            0.035864,           0.0026404,            0.002806,            0.002806,            0.002806
                 111,            0.046591,            0.039281,           0.0036454,             0.86026,             0.77965,             0.84638,             0.41738,            0.045927,            0.036369,           0.0023224,             0.00274,             0.00274,             0.00274
                 112,            0.045301,            0.040127,           0.0037695,              0.8898,             0.77572,             0.86792,             0.44309,            0.044533,             0.03505,           0.0026956,            0.002674,            0.002674,            0.002674
                 113,            0.045701,             0.04044,           0.0035001,             0.82613,             0.81339,             0.85207,             0.43764,             0.04517,            0.034702,           0.0025565,            0.002608,            0.002608,            0.002608
                 114,            0.044476,            0.039903,           0.0030522,              0.8488,              0.8108,             0.86059,             0.43866,            0.044513,            0.035014,            0.002471,            0.002542,            0.002542,            0.002542
                 115,            0.044142,            0.039945,           0.0034238,             0.83115,             0.83193,             0.85849,             0.43159,             0.04434,            0.034466,           0.0024352,            0.002476,            0.002476,            0.002476
                 116,            0.044649,            0.040251,           0.0033722,              0.8399,              0.8088,             0.86263,             0.43697,            0.043759,            0.035025,           0.0026014,             0.00241,             0.00241,             0.00241
                 117,            0.044685,            0.038718,           0.0033135,             0.85631,             0.82538,             0.86844,             0.44501,            0.043955,            0.034992,           0.0024798,            0.002344,            0.002344,            0.002344
                 118,            0.044105,            0.041595,           0.0034384,             0.87267,             0.82344,             0.87308,             0.45934,            0.043461,            0.034148,           0.0025051,            0.002278,            0.002278,            0.002278
                 119,            0.045452,            0.038883,           0.0037521,             0.85898,             0.79774,             0.85076,             0.41904,            0.044093,            0.035296,           0.0027485,            0.002212,            0.002212,            0.002212
                 120,             0.04459,            0.039499,           0.0031729,             0.88136,             0.80058,             0.86418,             0.43657,            0.044415,            0.035057,           0.0027251,            0.002146,            0.002146,            0.002146
                 121,            0.044652,            0.039052,           0.0032576,             0.85556,             0.82311,             0.87875,             0.44619,             0.04402,            0.034679,           0.0024227,             0.00208,             0.00208,             0.00208
                 122,            0.044407,             0.03908,           0.0031273,             0.83694,             0.81027,             0.86012,             0.44756,            0.043163,            0.034551,           0.0029143,            0.002014,            0.002014,            0.002014
                 123,            0.044056,            0.039765,           0.0033959,             0.87053,             0.81478,             0.86749,             0.44259,            0.043681,            0.034225,           0.0024641,            0.001948,            0.001948,            0.001948
                 124,             0.04346,            0.039775,           0.0029612,             0.84762,             0.79333,              0.8547,              0.4261,             0.04429,            0.035367,           0.0025321,            0.001882,            0.001882,            0.001882
                 125,              0.0452,            0.041858,           0.0029466,             0.85488,             0.81612,             0.86175,             0.44407,            0.044683,            0.034552,           0.0025665,            0.001816,            0.001816,            0.001816
                 126,            0.043354,            0.040218,           0.0029905,             0.82166,             0.81898,             0.85384,             0.43002,            0.044445,            0.035086,           0.0027182,             0.00175,             0.00175,             0.00175
                 127,             0.04386,            0.038139,           0.0034911,             0.85267,             0.82309,             0.86135,             0.44005,            0.043364,            0.034111,           0.0027695,            0.001684,            0.001684,            0.001684
                 128,             0.04384,            0.040801,           0.0032043,             0.87563,             0.81056,             0.86311,             0.43582,            0.044454,            0.034653,           0.0027983,            0.001618,            0.001618,            0.001618
                 129,            0.043791,            0.040947,           0.0032132,             0.84944,             0.81708,             0.86658,             0.45133,            0.043294,            0.034766,           0.0023791,            0.001552,            0.001552,            0.001552
                 130,             0.04386,            0.039169,           0.0032139,             0.83188,             0.80746,             0.84645,              0.4302,             0.04442,            0.033786,           0.0022058,            0.001486,            0.001486,            0.001486
                 131,            0.044247,            0.040319,           0.0032001,             0.87598,             0.82397,             0.87642,             0.44621,            0.043572,            0.034322,           0.0022968,             0.00142,             0.00142,             0.00142
                 132,            0.043592,            0.039473,           0.0033447,             0.84928,             0.82553,             0.85801,             0.43518,            0.043392,            0.033755,           0.0024985,            0.001354,            0.001354,            0.001354
                 133,            0.042813,            0.038281,           0.0029421,             0.87512,             0.82147,             0.87254,             0.46002,            0.043201,            0.033482,           0.0023862,            0.001288,            0.001288,            0.001288
                 134,             0.04335,            0.040794,           0.0029949,             0.86573,             0.82117,             0.86528,             0.44734,             0.04374,            0.034271,            0.002306,            0.001222,            0.001222,            0.001222
                 135,            0.043477,            0.038951,           0.0031121,             0.86376,             0.84157,              0.8764,             0.45075,             0.04315,             0.03387,           0.0021776,            0.001156,            0.001156,            0.001156
                 136,            0.043655,            0.040129,           0.0027118,             0.85979,             0.83006,             0.86813,             0.44351,            0.043084,            0.033803,           0.0021222,             0.00109,             0.00109,             0.00109
                 137,            0.043187,            0.039005,           0.0030012,             0.87623,             0.82959,             0.88623,             0.45372,             0.04313,            0.033785,           0.0019815,            0.001024,            0.001024,            0.001024
                 138,             0.04482,            0.042963,           0.0026532,             0.89593,             0.80389,               0.873,             0.45947,            0.043553,             0.03453,           0.0021704,            0.000958,            0.000958,            0.000958
                 139,             0.04287,            0.036357,           0.0032285,             0.86548,              0.8297,             0.87622,             0.44939,            0.043473,            0.033708,           0.0021227,            0.000892,            0.000892,            0.000892
                 140,            0.042573,            0.038381,           0.0028601,             0.85626,             0.83905,             0.87816,             0.44928,            0.043424,            0.033869,           0.0020685,            0.000826,            0.000826,            0.000826
                 141,            0.041745,            0.039271,           0.0026906,             0.84619,             0.82821,             0.86729,             0.45284,            0.043122,              0.0346,           0.0022867,             0.00076,             0.00076,             0.00076
                 142,             0.04365,            0.042521,           0.0026746,             0.87375,             0.81792,             0.85907,             0.44326,            0.043296,            0.034223,           0.0021075,            0.000694,            0.000694,            0.000694
                 143,            0.042655,            0.039445,           0.0029235,             0.86118,             0.83989,             0.86903,             0.45902,            0.042638,            0.033648,           0.0020641,            0.000628,            0.000628,            0.000628
                 144,            0.042052,             0.03842,           0.0027828,             0.87109,             0.84475,             0.87916,             0.46381,            0.042797,            0.033601,           0.0021386,            0.000562,            0.000562,            0.000562
                 145,            0.041624,            0.039079,           0.0028341,             0.86841,             0.82748,              0.8716,             0.46046,             0.04301,            0.033675,           0.0019774,            0.000496,            0.000496,            0.000496
                 146,            0.041939,            0.037459,           0.0029216,             0.86417,             0.82978,             0.87484,             0.46164,            0.043115,            0.033913,            0.001907,             0.00043,             0.00043,             0.00043
                 147,            0.041953,            0.037853,           0.0027281,             0.86285,             0.82211,             0.87461,             0.46578,            0.042366,            0.033493,           0.0020436,            0.000364,            0.000364,            0.000364
                 148,            0.041801,            0.038651,           0.0026225,             0.87974,             0.82791,             0.87494,             0.46287,            0.042684,             0.03352,           0.0019874,            0.000298,            0.000298,            0.000298
                 149,            0.042474,            0.037491,           0.0024751,             0.86311,             0.84155,             0.87864,             0.46571,            0.042586,            0.033602,           0.0020835,            0.000232,            0.000232,            0.000232
